,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,rain,relative_hum,relative_hum,relative_hum,relative_hum,relative_hum,relative_hum,relative_hum,relative_hum,relative_hum,relative_hum,relative_hum,relative_hum,relative_hum,relative_hum,relative_hum,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,wind,wind,wind,wind,wind,wind,wind,wind,wind,wind,wind,wind,wind,wind,wind
date,2019-07-31 00:00:00+00:00,2019-10-31 00:00:00+00:00,2020-01-31 00:00:00+00:00,2020-04-30 00:00:00+00:00,2020-07-31 00:00:00+00:00,2020-10-31 00:00:00+00:00,2021-01-31 00:00:00+00:00,2021-04-30 00:00:00+00:00,2021-07-31 00:00:00+00:00,2021-10-31 00:00:00+00:00,2022-01-31 00:00:00+00:00,2022-04-30 00:00:00+00:00,2022-07-31 00:00:00+00:00,2022-10-31 00:00:00+00:00,2023-01-31 00:00:00+00:00,2019-07-31 00:00:00+00:00,2019-10-31 00:00:00+00:00,2020-01-31 00:00:00+00:00,2020-04-30 00:00:00+00:00,2020-07-31 00:00:00+00:00,2020-10-31 00:00:00+00:00,2021-01-31 00:00:00+00:00,2021-04-30 00:00:00+00:00,2021-07-31 00:00:00+00:00,2021-10-31 00:00:00+00:00,2022-01-31 00:00:00+00:00,2022-04-30 00:00:00+00:00,2022-07-31 00:00:00+00:00,2022-10-31 00:00:00+00:00,2023-01-31 00:00:00+00:00,2019-07-31 00:00:00+00:00,2019-10-31 00:00:00+00:00,2020-01-31 00:00:00+00:00,2020-04-30 00:00:00+00:00,2020-07-31 00:00:00+00:00,2020-10-31 00:00:00+00:00,2021-01-31 00:00:00+00:00,2021-04-30 00:00:00+00:00,2021-07-31 00:00:00+00:00,2021-10-31 00:00:00+00:00,2022-01-31 00:00:00+00:00,2022-04-30 00:00:00+00:00,2022-07-31 00:00:00+00:00,2022-10-31 00:00:00+00:00,2023-01-31 00:00:00+00:00,2019-07-31 00:00:00+00:00,2019-10-31 00:00:00+00:00,2020-01-31 00:00:00+00:00,2020-04-30 00:00:00+00:00,2020-07-31 00:00:00+00:00,2020-10-31 00:00:00+00:00,2021-01-31 00:00:00+00:00,2021-04-30 00:00:00+00:00,2021-07-31 00:00:00+00:00,2021-10-31 00:00:00+00:00,2022-01-31 00:00:00+00:00,2022-04-30 00:00:00+00:00,2022-07-31 00:00:00+00:00,2022-10-31 00:00:00+00:00,2023-01-31 00:00:00+00:00
station_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,-1.120235308194814,-0.20974702112188992,-1.0367738818797962,-1.5811700035254819,-0.6877533718351752,-1.116441606998677,-0.9836620651338756,-0.7655242463559875,-0.5303147721954821,0.029256154234752564,0.2492908236107094,1.51449017252246,0.8695609691791387,1.8103988658211603,0.2568782260029836,0.8435631069031722,-0.3240137422819414,-1.417005986250649,-1.0060736585639534,1.4589648897282812,-0.07431978230968544,0.48395818861450124,-0.2872475941809238,0.6682244977051627,0.35472440342364797,0.44722626281396527,0.9016381178306145,0.0005967109511668764,0.18519999689431177,0.6196009148596711,-0.8457899567045624,-0.8138050515834089,1.2868253470776514,1.685558470527935,-0.9171018846087099,-0.5924931631430288,0.22085993579376287,1.0551056399501013,-0.602526446071085,-0.6724841165859493,1.2524986141736143,1.718048512173231,0.06242301058526404,-0.7210282448203927,1.0235019137234982,1.4839435496049256,1.988983068078953,1.9279328752636578,1.2433078676426412,0.9575789478033292,1.9744593170079268,2.1656101198367894,0.7946646258571144,0.9197594747621458,1.4563643105736943,1.1940178786268862,0.986232246351287,1.5477121542403347,1.5272034079475896,1.1335758926698656
2685,-0.9362408001821607,-0.9533124555647781,-0.8584699256613484,-1.5944479577119621,-0.6858565212371065,-0.7199998320023413,-0.972280961545464,-0.7181029814042726,-0.23250922829871307,0.3327522499257273,0.05960576380384993,0.4124199750446085,0.21894121404161176,2.185975284238742,0.042534108421232765,-1.251444115716992,-1.9556124220576228,-2.806676218506658,-2.730397393145689,-1.0761955982912377,-2.3302427251439233,-2.014502518549461,-2.7941927785055474,-0.9963462856942372,-1.8921689901666583,-1.7117996072331485,-0.971867958021593,-1.6617632130092859,-1.60508091236373,-2.286240758400031,-0.4153653530258264,-0.4595780640281509,1.5409960380387497,1.8317271522669984,-0.5257517171541521,-0.18941552119205227,0.7278323552870848,1.3944257939872153,-0.3342877184425246,-0.2647134394166198,1.6315357906784613,1.326981578324647,-0.09569214994978162,-0.2739599400327046,1.6005546790949918,0.4930251177877269,0.3191336601913443,0.3407333040116066,7.929101413408053e-05,-0.25047485310503026,0.42396851621516046,0.3563636850553221,-0.134829987934859,-0.03723468607723716,0.19552508598370344,-0.11465889171103076,-0.2714765061815357,0.2515928646153525,0.27893630985399004,-0.36722635729188546
3145,-0.10352338763004887,0.6495262998031822,0.5129530567422436,-1.1932640562204548,0.017875050646341123,-0.04282416849185387,-0.3548560918741373,-0.5122946915138303,1.4063696884325505,0.6315062191215305,1.632094909602713,-0.20310804402864996,2.4325658619876585,0.8913747510569276,-0.504707289121556,0.7444565307783285,-0.9299999268878548,-0.3749654711341181,0.8832679706819146,0.25541523014173173,-0.6950561396763038,0.7151550051317924,-1.1208319168837055,0.6087764898339754,-0.3824989793581019,-0.3357973698163335,-1.1112989024255717,0.01355400915401976,-1.2208064841734847,-1.908957186482685,-0.9775525904837673,-0.9457719685157597,0.9500605895744374,1.24986336149803,-1.2327264004660243,-0.7622100650171242,0.29113334047600525,0.6595667621671927,-0.9011884159706159,-0.6835799173252504,1.3087173379194084,0.8651849189841946,-0.5885069238111506,-0.7127063942659166,1.226213657999198,-0.649484146976341,-0.43577586836330906,-0.13658989725085008,-0.6939311041862608,-0.9129125368916634,-0.4854031357451334,-0.1837196721536545,-0.6727477618160231,-0.739112567079206,-0.535773752861661,-0.4180128199149362,-0.6840111814383643,-0.5685524110715563,-0.40618414128347574,-0.4243821084087996
3445,-0.40986475921812643,0.7054833924462057,-0.22207655000933588,-1.4920180254162583,-0.4288332651988124,-0.3709793219577202,-0.7788022005424675,-0.3852057014432347,1.4490488268890938,0.5964144830572616,-0.03903046729571664,1.017515315828489,1.7904819345414404,1.0924409144521983,-0.6042919455201571,0.4612170930463474,-0.5217456716984067,-0.17423469785543286,-0.6276825727528026,0.7179751763826043,0.013793217570743659,0.22838665164787902,-0.4498321656887103,0.8338448413498625,0.09904777947636295,0.2154965734187683,0.3907873519569165,0.3617255479324117,0.13108975521597055,-0.5244810435924745,-0.8219471944016585,-0.7284146935683581,1.0746361706020484,1.5717155549427013,-0.9001393386509271,-0.518242018573112,0.47350955738944506,1.0907442951818098,-0.5622477872897993,-0.5564405338540879,1.371524193354163,1.086956832461923,-0.38894847333529464,-0.5379475326219189,1.3235152952515348,0.7743868910603254,0.8004532499320915,1.384747305023104,0.761708385032042,0.4262982229299743,0.9085564790544671,1.334157369431233,0.64832369188676,0.620779328628575,0.8328351906853746,0.8507565152343164,0.7163397126040864,0.638873873729033,1.0206917731410639,0.44496835023347453
8567,-0.3785667243499947,0.38965776786778505,0.1297892359323879,-1.2643959536480271,-0.21164387171995866,-0.28751789564270236,-0.4715124036553557,-0.6687848658544893,1.1408106047029476,0.677979058774211,1.4936248159437056,-0.13766669839528348,2.6203540711964495,0.9473318436999515,-0.44875019647853254,1.0773270482337396,-0.010611040271009552,0.3025008886814404,0.5232606102002952,1.0469158737215536,-0.2470524961611087,-0.08495815889439483,-0.6174887534942466,0.849543578012898,0.004870738080693373,0.18895016909961387,-0.19584663567743482,0.8449434102215767,0.1051810378021904,-0.5798567382826865,-0.9926111772013912,-0.9588460903171068,0.9701387051979339,1.2203485315314881,-1.2327264004660243,-0.7429843222266991,0.41494838682090973,0.7699963980964313,-0.9303261691315455,-0.7011482684958106,1.30344683256824,0.8660975606034457,-0.6376082129801529,-0.6992989683725938,1.2599989487118148,-0.28002250650410104,-0.21859182087847034,0.05604560042150038,-0.6189625468016273,-0.6981192563525256,-0.22460449861698567,-0.04700355297357752,-0.5761496206481477,-0.5125666216109355,-0.29212835907823537,-0.3524957212814598,-0.6188050498323319,-0.3083627063476757,-0.3657478305811409,-0.44841049218592594
12442,-0.20215961872961571,0.4996751025557633,0.3137837439450414,-1.2530148500596154,-0.21923127411223287,-0.15853205497403816,-0.3823604255461319,-0.568251784156854,1.2470342381947888,0.4731191941828032,1.1502948576932905,-0.28751789564270236,2.2390871009846625,0.5281278615267923,-0.6403321068834603,0.529518171411817,-0.6316924253293636,-0.3312607015857028,0.16682544279218445,0.8431446414163662,0.2861051285818169,0.13960043588349982,-0.4175019513735716,0.9744428331560245,0.15745703399991062,0.2884379243633963,-0.12156267138349094,0.7507237461344504,0.08572083965621989,-0.6829426570668092,-1.021473468410169,-0.9882628643701389,0.9286135115220636,1.2287813400933576,-1.2115232180187956,-0.7005550967581758,0.44841191286007276,0.7885686550481655,-0.8913329994603011,-0.8569518038768357,1.1176615189395616,0.9121859623755662,-0.5303962237854498,-0.6114572125197905,1.304595532452469,-0.2632884535164594,-0.105192476852324,0.21700273040601598,-0.5375628631707631,-0.7277404535950173,-0.13515810662089148,0.04224472962717663,-0.4553363204510974,-0.4727922345480095,-0.2412354239341911,-0.24701376668926295,-0.6089018313084512,-0.2063598614898753,-0.23754840606746097,-0.23507024651769148
18234,-0.9969400193203556,-0.42219428810557225,-0.8034612583173593,-1.5603046469467274,-1.0481549854682077,-0.8451919714748682,-1.161966021352323,-0.9002006388188574,0.13168608653045663,-0.05041157088412835,-0.5796328877452653,-0.2685493896620164,0.2549813754049151,-0.40891633391909205,-1.1126479058025398,0.21734023578467235,-0.665251386066754,-0.6633886622769392,-1.2336484953446858,0.22454535307669962,-0.34511108651311867,-0.3580587501416042,-1.347454583733693,0.12610010420961604,-0.3570201632288393,-0.5448741275258527,0.0569055429083954,0.3299745822930951,0.19634877020621547,-0.7792008616039504,-0.8722679716830504,-1.0689547098628307,0.5569858441635026,1.0477570496319006,-1.0002789403231236,-0.8306934867499134,-0.09202403267241215,0.6708105069163515,-0.7252906560800022,-0.9140489451811583,0.813070230519966,0.6775458020664155,-0.5487754219331128,-0.8749824800782003,0.8390342264326118,2.009753743971502,2.0561253080416786,2.497785545987191,1.559719278957198,1.6317383887875259,2.316730442969726,2.4882601611017714,1.737874600725234,1.7982692464815864,2.0589197386627456,1.8075013859012632,2.0527969497846326,1.9799285967411406,2.424176279132415,1.3227994149147344
21938,-0.9077880412111319,0.06339946499998717,-0.8755415810439657,-1.5773763023293448,-0.572045485352991,-0.8271718907932167,-0.43736909289012094,-0.8888195352304458,-0.20974702112188992,0.2360128694242292,-0.3102801028195252,0.30619634155276715,0.6210735408321533,-0.15853205497403788,-0.6744754176486949,0.9066521439810689,-0.19390628469101095,-2.05537850042484,-1.9795398344257968,1.8411955573291239,0.22022586607793024,-0.2776740337661443,-0.9208762314274319,1.5230486001638872,0.1355893886606239,-0.959842074426597,0.5141790702547762,0.9752424477528572,0.2718107756824174,-0.6915715474648277,-1.3000573226862027,-1.1214554802213663,1.2434748701632814,1.821888875611485,-1.3750906254688435,-0.9193307905802517,0.4199679157267842,0.8066389591093143,-1.167284661749108,-0.819041151350889,1.4404799716986132,0.8779619016536941,-1.0412298193602136,-0.7806681737941384,1.2268893638134504,-0.8744095062514038,-0.4692668663399428,-0.19087862530344754,-0.5662273115825346,-1.1221617430806023,-0.4410266311889314,-0.519713206650612,-0.8770344557396613,-0.9741175723312817,-0.4805289277765578,-0.5134461397473974,-1.00091417420254,-0.8158445274444798,-0.5796553097673339,-0.7656381618317347
25354,-0.1547383537779009,1.0288964194169006,0.12030498294204493,-1.3838975413263483,-0.021958811913099473,0.1753136502860342,-0.3273517582021427,-0.23630292949485032,2.337723332084229,1.203406674439211,0.5148499073403122,1.4822437123552943,2.3718666428494632,2.144244571081233,-0.35770136777124,1.2629379514000445,0.4370021771719544,0.8383015618313211,-0.19440169093404866,0.9876171682645155,0.46598880417726374,0.7377664479315975,0.27954244792707666,1.5815137768057452,0.8839328846686382,0.9588775755991333,0.622493350255352,1.1157341875342242,0.7880075780492498,-0.230177238075512,-0.996375823880796,-0.9886714306764313,0.760231132770456,1.2920274043073758,-1.0667357721648643,-0.8357982529390955,0.07863995012731935,0.7805374087987669,-0.8244875657381687,-0.8232020766281276,1.0566114986218624,0.8761366184151946,-0.7020255006055427,-0.8407704277986879,1.0687742032784049,0.1506332689131421,0.13106060775796624,0.4426290705103291,-0.11917216423740314,-0.28880816718354896,0.27887814780289105,0.17917959459794205,-0.18096347519098446,-0.10042554327016727,0.036681103135069754,0.06667590012465674,-0.05271082951244049,0.023087646342682167,0.10764108634066155,-0.12446900942591968
25531,-0.5739423359510596,-0.07696747925708848,0.23221916822809197,-1.3895880931205542,-0.6460226586776662,-0.4961714614302473,-0.08455488164936295,-0.5891171407356083,0.9814751544651857,0.29481523796435544,0.5015719531538321,0.47691289537894044,2.100617007325655,0.5698585746843012,-0.5170368180090019,1.323382072003657,0.5001183508757879,1.5121187855486637,1.1577169507199334,1.014356039882888,1.1563442948449327,1.3289830715962698,0.6750974858231421,1.3987602941633146,0.9329129710183647,1.4378836178420817,0.8256568809328457,1.1898756244492585,0.9490199391450754,0.3475395404172192,-1.001395352786671,-1.0953072366186714,0.5252259158136057,0.9940681684546675,-1.0000971987592897,-0.8921495680144785,-0.046848272519542045,0.686672218258914,-0.781209432366787,-0.8546401787228145,0.9107941839062094,0.7803092483939544,-0.6029219811818669,-0.8689722546777461,0.9552556264840133,0.7307471058180449,0.7572941967181833,1.099701653775508,0.5007884058992487,0.2831819036326949,0.8605397143588893,0.8561978167776837,0.2412596499952315,0.4614016790595272,0.7071139257214637,0.5657772334482128,0.2410448814007376,0.711842421522806,0.6878930784817888,0.20123926625887487
31857,-0.7996675571212221,1.2773838477638861,-0.8556246497642456,-1.5735826011332077,0.7054833924462057,-0.25052930898036474,-0.6317962791921518,-0.34821711478089706,0.8714578197772078,1.8151409923163317,-0.0987812611348774,1.6814130251524964,1.8179862682134347,3.21881043488709,1.9488689594801678,-0.038127578967274596,-0.4011613607016362,-2.421027595041564,-1.7714813695588771,0.6970572669845251,-1.0978114562939423,-0.9226187646340246,-1.6379908792682731,2.1781188960134434,-0.05462759969697243,-1.8194010327401187,0.7740880816533885,2.319059482489287,0.3179535135543102,0.2520353165944647,-1.6056211448313107,-1.4066347620132578,0.8127080258773256,1.2899192021669086,-1.5598612153661189,-1.2186557171277288,0.052705717446967684,0.4479936187845831,-1.5117957432401024,-1.3763739759853861,0.8633596357456963,0.45472435072655154,-1.4646721296250087,-1.4392501801747613,0.483612968135885,-1.6131687278528684,-1.7022911044461917,-1.711141984604933,-1.6703598148282783,-1.7785009450820166,-1.7529070471316506,-1.8269380518028369,-1.8357316325884994,-1.7406988576398412,-1.7229330630328983,-1.8546230659368024,-1.9388563527112697,-1.766202441688315,-1.71918560225032,-1.7671447312482025
40750,-0.2533745848774675,1.171160214272045,0.459841239996323,-1.2359431946769983,-0.05989582387447131,-0.018165110716962234,-0.5379021745877564,-0.7503494415714387,1.7003815311331822,1.3248051127156009,0.7216066225297887,0.3858640666716478,2.747443061267045,1.1313263517126046,-0.6934439236293809,1.1343483357529753,-0.04363812314011016,-1.1627262623213794,-1.2806097652623047,1.7428400731036793,0.6288992200009722,-0.2623231459937965,-0.5116609778582738,1.5187985191722035,0.6316381508262522,-0.4099094852591397,0.35457886974204517,1.578845897439653,0.5361140854057515,-0.9351492060303205,-1.2900182648744531,-1.376809421653934,1.06185918793255,1.3960320432370947,-1.6676945432405947,-1.1281621346831425,0.1991086438683069,0.5230355759274066,-1.2024213640902293,-0.9956493131181042,1.1914485938559165,0.6429566846968445,-1.1042956953570977,-0.9859404874712151,1.1478317835459282,-0.9356036411964064,-0.7815824407727637,-0.49328473793929223,-0.8464406694540203,-1.3662594166136492,-0.8772511378908148,-0.7178968930140518,-1.1054706849552685,-1.1596006646768415,-0.8825952039976807,-0.7742512773400797,-1.130013962670476,-1.093289909733797,-0.9550662600994735,-0.9009744998705482
40984,-1.1429975153716372,-0.03144306490344243,-1.032980180683659,-1.5773763023293448,-0.6782691188448322,-0.5379021745877564,-0.8812321328381716,-0.4297816904978466,0.012184498852135399,0.2436002718165034,0.004597096459860924,1.2185814792237597,0.9207759353269911,0.8335208078158354,-0.4525438976746699,1.8610780328944718,0.6965332493802967,-1.509875085556443,-1.3601564061431632,2.575538107365176,0.6510918598962301,0.44516608032492455,-0.14759600433844888,2.0440554037319996,0.9576466249211245,-0.5583243057142248,1.2285328213267328,1.6499434862854812,1.1631680990076563,0.2391338688149004,-1.6200522904357,-1.488756589577972,1.2101634510606594,1.6925858109961591,-1.6192301262183582,-1.17920979657496,0.127162062884107,0.7383733659894209,-1.4393798567077918,-1.1084566206343358,1.3912885884210433,0.7939988726827031,-1.2565547388352902,-1.0460427414757651,1.1099922579477977,-1.0491327065635423,-0.9622842687710932,-0.9178703176649395,-1.0026251640053405,-1.2809598726827305,-1.1267823031589894,-0.9235179362608876,-1.209024942267026,-1.2243040689834324,-1.0271746587061779,-0.9834925634228037,-1.1641979639607383,-1.1812173042907805,-1.0206468237945905,-1.0706749602965018
41212,-0.3330423099963484,0.6096924372437419,-0.24199348128905604,-1.5261613361814927,-0.29131159683883956,-0.3690824713596518,-0.6611974634622149,-0.4715124036553557,1.3399799175001499,0.5736522758804385,0.05960576380384993,1.2337562840083087,1.5220775749147346,1.0288964194169006,-0.6042919455201571,-0.36189647208468806,-1.553867338875354,-1.0451052708765152,-1.4182698885829608,-0.08873507815990989,-0.8497881567237942,-0.858933324821725,-1.3472990004116772,-0.1298875865207749,-0.89757803838518,-0.8896234316172674,-0.24073949604852757,-0.6100159668582907,-0.9645566585135075,-1.7910848681330223,-0.7817909631546629,-0.5756108950151091,1.1243751388511694,1.656043640561392,-0.7692854126908893,-0.43603539422784726,0.5287243753540647,1.1389317726782053,-0.4581231693764769,-0.43808532596820515,1.4527778175180057,1.2498633614980312,-0.17227214223171305,-0.31187059255865135,1.6465026744641498,0.48613462538105073,0.6126472708478097,1.2605394678741941,0.7319414578352021,0.14656007143136268,0.972781068656314,1.1657231106013783,0.6266022348714292,0.4544551663893826,0.7392695569526175,0.7766263010924952,0.4975143779920763,0.6090150733001044,0.8234665387289289,0.3712047456235467
41229,-1.309161627762446,-1.0403778980161265,-1.256144653546429,-1.5840152794225848,-1.3616095467990426,-1.304324658737371,-1.4090308117507573,-1.2997722173020063,-0.8423466955777653,-1.052707426903572,-1.0784097525074017,-1.0920670768134955,-0.8122816135983781,-0.9435436749847248,-1.381621320608666,0.574170584830704,-0.6765981139236248,-0.3626602447564108,-0.8446279569733323,0.4749218377391912,-0.09647132472365567,0.12487188139922219,-0.5630657074526945,0.7686857871461014,0.06528619859866967,0.10745951461015167,0.1670585348964425,0.130672346789293,-0.07090652833749078,-0.5266592101007108,-0.7918300209664118,-0.7088035108663371,1.0919763613677969,1.575931959223636,-0.8637910258842497,-0.5122754087416015,0.47350955738944506,1.092250153853571,-0.5566773344796216,-0.5564405338540879,1.3666928967822582,1.091520040558172,-0.38804753224962485,-0.53702288256031,1.335677999908077,0.8240968719942012,0.8505027955526755,1.451086937544521,0.823447196995858,0.47318525172022896,0.9629870354241833,1.3919062581728976,0.7008226816519098,0.6724860318103789,0.8861458424633402,0.9133451545949555,0.7610831697902933,0.6901108685479048,1.075936598226167,0.49187670238661446
41559,-0.22871552710257584,0.42190422803495115,0.5527869193016839,-1.340269977570771,-0.3956383797326119,-0.498068312028316,-0.3652887701635145,-0.6517132104718719,1.7155563359177306,0.6400420468128393,0.8335208078158359,0.8600767161887958,2.7929674756206913,1.0478649253975865,-0.2533745848774675,1.164687083546295,0.16409817570373064,0.2463494533716621,-0.08627750546509962,1.1454966855168172,0.9743646477038187,0.38396997366489627,0.029333349459306185,1.4538519690180263,0.6787553316097216,0.32059310744126474,0.06932392079302539,1.0299479373636093,0.5661211950652942,-0.9576848518270916,-1.006038417024605,-0.9889574270908357,0.8895068181372054,1.3354563684010017,-1.1399776223897191,-0.8322845827049834,0.2620200728219343,0.7820934627595878,-0.87843525872289,-0.7672607479008156,1.23558907617195,0.9378311918764874,-0.6219318380894986,-0.7462249589992229,1.3118255846649691,-1.0522498340808482,-0.8797586039004403,-0.6519152081501252,-0.9326177611535137,-1.0683050208215266,-0.9236211182376274,-0.4980573733724876,-1.010906879640793,-1.0441429016674189,-0.8811445740173277,-0.6940918823424166,-0.7692027239209025,-1.0323355538285872,-0.7030797439290193,-0.8275642538455782
